"시군구별","용도지역및이용현황별","항목","단위","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월",
"부여군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","농림지역","지가변동률[%]","%",".385",".472",".524",".296",".231",".116",
"부여군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"부여군","전","지가변동률[%]","%",".372",".263",".367",".165",".201",".174",
"부여군","답","지가변동률[%]","%",".415",".392",".488",".311",".171",".111",
"부여군","주거용(대)","지가변동률[%]","%",".196",".206",".205",".11",".188",".054",
"부여군","상업용(대)","지가변동률[%]","%",".067",".03",".02",".047",".017",".007",
"부여군","임야","지가변동률[%]","%",".645",".63",".541",".593",".409",".172",
"부여군","공장용지","지가변동률[%]","%","0",".183",".107","0","0","0",
"부여군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","평균","지가변동률[%]","%",".019",".016",".01",".052",".01",".032",
"서천군","주거지역","지가변동률[%]","%",".008",".007",".028","0",".033","-.005",
"서천군","상업지역","지가변동률[%]","%","-.158","-.014","-.042","-.102","0","-.043",
"서천군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","녹지지역","지가변동률[%]","%","0","0","0","0","-.1","0",
"서천군","관리지역","지가변동률[%]","%",".082",".054",".028",".168",".028",".1",
"서천군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","농림지역","지가변동률[%]","%",".012","0","0",".029",".019",".019",
"서천군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","전","지가변동률[%]","%","0","0","0",".112","-.052","0",
"서천군","답","지가변동률[%]","%","0","0","0",".036",".023",".022",
"서천군","주거용(대)","지가변동률[%]","%",".07",".032",".032",".101",".022",".108",
"서천군","상업용(대)","지가변동률[%]","%","-.02",".003",".018","-.004",".055","-.003",
"서천군","임야","지가변동률[%]","%",".094",".094","0","0","0","0",
"서천군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"서천군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","평균","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","전","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","답","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","임야","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"보령군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","평균","지가변동률[%]","%","1.914",".528",".64",".552",".452",".478",
"청양군","주거지역","지가변동률[%]","%","1.903",".094",".189",".47",".235",".408",
"청양군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","녹지지역","지가변동률[%]","%","1.365",".654",".739",".358",".17",".169",
"청양군","관리지역","지가변동률[%]","%","1.677",".53",".675",".583",".58",".51",
"청양군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","농림지역","지가변동률[%]","%","2.259",".655",".721",".606",".452",".521",
"청양군","자연환경보전지역","지가변동률[%]","%","1.152",".41","1.021",".312",".865",".656",
"청양군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"청양군","전","지가변동률[%]","%","1.565",".495",".772",".567",".626",".381",
"청양군","답","지가변동률[%]","%","1.921",".818",".845",".563",".509",".555",
"청양군","주거용(대)","지가변동률[%]","%","1.74",".426",".477",".662",".433",".41",
"청양군","상업용(대)","지가변동률[%]","%","1.763",".198",".181",".47",".328",".564",
"청양군","임야","지가변동률[%]","%","3.288",".236",".568",".467",".279",".602",
"청양군","공장용지","지가변동률[%]","%","0","0","0","0","0","0",
"청양군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","평균","지가변동률[%]","%",".698","4.174","3.987","1.975","1.025",".665",
"홍성군","주거지역","지가변동률[%]","%",".611","3.546","3.303","1.343",".773",".527",
"홍성군","상업지역","지가변동률[%]","%",".495","1.82","2.171",".842",".573",".419",
"홍성군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","녹지지역","지가변동률[%]","%",".972","6.088","6.254","3.668","1.88","1.069",
"홍성군","관리지역","지가변동률[%]","%",".907","5.332","4.881","2.359","1.261",".743",
"홍성군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","농림지역","지가변동률[%]","%",".512","3.628","3.284","1.56",".641",".537",
"홍성군","자연환경보전지역","지가변동률[%]","%",".609","3.246","2.838","2.1",".985",".723",
"홍성군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"홍성군","전","지가변동률[%]","%",".897","4.397","4.185","2.447","1.326",".971",
"홍성군","답","지가변동률[%]","%",".399","3.658","3.427","1.458",".586",".458",
"홍성군","주거용(대)","지가변동률[%]","%",".654","4.548","4.373","2.21","1.214",".602",
"홍성군","상업용(대)","지가변동률[%]","%",".725","3.478","2.766","1.078",".423",".456",
"홍성군","임야","지가변동률[%]","%","1.159","5.471","5.215","3.192","1.537",".984",
"홍성군","공장용지","지가변동률[%]","%",".28","3.753","3.783",".277","1.048","0",
"홍성군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","평균","지가변동률[%]","%",".728","3.849","3.962","2.153","1.032",".893",
"예산군","주거지역","지가변동률[%]","%",".321","2.575","2.616","1.209",".761",".653",
"예산군","상업지역","지가변동률[%]","%","0","3.573","4.504","2.223",".557",".119",
"예산군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","녹지지역","지가변동률[%]","%",".872","4.662","4.796","2.725","1.069",".938",
"예산군","관리지역","지가변동률[%]","%",".409","4.414","4.241","2.464","1.113",".91",
"예산군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","농림지역","지가변동률[%]","%","1.18","3.675","3.951","2.055","1.146","1.077",
"예산군","자연환경보전지역","지가변동률[%]","%",".871","4.539","4.262","3.055",".52",".242",
"예산군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"예산군","전","지가변동률[%]","%","1.035","4.557","4.338","2.203","1.135",".926",
"예산군","답","지가변동률[%]","%","1.553","4.11","4.267","2.388","1.216","1.227",
"예산군","주거용(대)","지가변동률[%]","%",".338","4.041","3.962","2.022",".868",".853",
"예산군","상업용(대)","지가변동률[%]","%",".031","4.671","4.774","2.907","1.301",".856",
"예산군","임야","지가변동률[%]","%",".038","2.152","2.11","1.343",".313",".292",
"예산군","공장용지","지가변동률[%]","%","0","2.806","3.531","2.431",".986",".441",
"예산군","기타","지가변동률[%]","%","0","0","0","0","0","0",
"서산군","평균","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","전","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","답","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","임야","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"서산군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","평균","지가변동률[%]","%",".767",".743",".662",".39",".323",".275",
"태안군","주거지역","지가변동률[%]","%",".483",".236",".119",".329",".251",".23",
"태안군","상업지역","지가변동률[%]","%",".838",".533",".241",".24","0",".24",
"태안군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","녹지지역","지가변동률[%]","%",".38",".756",".615",".352",".272",".211",
"태안군","관리지역","지가변동률[%]","%",".903",".91",".833",".477",".371",".283",
"태안군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","농림지역","지가변동률[%]","%",".872",".768",".725",".337",".365",".332",
"태안군","자연환경보전지역","지가변동률[%]","%",".605",".704",".646",".31",".259",".242",
"태안군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"태안군","전","지가변동률[%]","%",".878",".915",".815",".461",".369",".294",
"태안군","답","지가변동률[%]","%",".869",".78",".792",".365",".34",".265",
"태안군","주거용(대)","지가변동률[%]","%",".565",".655",".544",".267",".255",".248",
"태안군","상업용(대)","지가변동률[%]","%",".897",".586",".448",".324",".218",".214",
"태안군","임야","지가변동률[%]","%",".695",".949",".839",".617",".478",".391",
"태안군","공장용지","지가변동률[%]","%","0","0","2.222","0","0","0",
"태안군","기타","지가변동률[%]","%",".583",".58",".576",".343",".229",".113",
"당진군","평균","지가변동률[%]","%",".475",".47",".604",".909",".592",".435",
"당진군","주거지역","지가변동률[%]","%",".386",".192",".701","1.156",".556",".259",
"당진군","상업지역","지가변동률[%]","%","0","0","0","0","0",".191",
"당진군","공업지역","지가변동률[%]","%",".116",".55",".115",".641",".102",".115",
"당진군","녹지지역","지가변동률[%]","%",".231",".621","1.55","2.356",".99",".279",
"당진군","관리지역","지가변동률[%]","%",".549",".631",".616",".907",".763",".587",
"당진군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","농림지역","지가변동률[%]","%",".636",".253",".32",".316",".246",".381",
"당진군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"당진군","전","지가변동률[%]","%",".634",".557",".984","1.107",".931",".602",
"당진군","답","지가변동률[%]","%",".47",".368",".627","1.273",".485",".424",
"당진군","주거용(대)","지가변동률[%]","%",".572",".708",".734",".99",".81",".584",
"당진군","상업용(대)","지가변동률[%]","%",".123",".315",".278",".218",".185",".113",
"당진군","임야","지가변동률[%]","%",".435",".48",".207",".893",".606",".432",
"당진군","공장용지","지가변동률[%]","%",".806",".308",".766",".398",".264",".197",
"당진군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","평균","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","전","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","답","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","임야","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"아산군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","평균","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","전","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","답","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","임야","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"천원군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","평균","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","상업지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","녹지지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","전","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","답","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","주거용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","상업용(대)","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","임야","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"천안군","기타","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","평균","지가변동률[%]","%",".145",".114",".103",".122",".107",".114",
"전라북도","주거지역","지가변동률[%]","%",".106",".087",".063",".075",".079",".078",
"전라북도","상업지역","지가변동률[%]","%","-.18","-.073","-.123","-.049","-.062","-.03",
"전라북도","공업지역","지가변동률[%]","%","-.014",".016",".047",".018",".022",".022",
"전라북도","녹지지역","지가변동률[%]","%",".559",".414",".34",".427",".384",".397",
"전라북도","관리지역","지가변동률[%]","%",".162",".104",".13",".121",".085",".09",
"전라북도","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","농림지역","지가변동률[%]","%",".052",".038",".084",".056",".038",".039",
"전라북도","자연환경보전지역","지가변동률[%]","%",".142",".068",".079",".09",".06",".082",
"전라북도","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"전라북도","전","지가변동률[%]","%",".307",".216",".218",".229",".198",".186",
"전라북도","답","지가변동률[%]","%",".319",".231",".219",".241",".229",".226",
"전라북도","주거용(대)","지가변동률[%]","%",".189",".15",".109",".104",".093",".128",
"전라북도","상업용(대)","지가변동률[%]","%","-.024",".008","-.014",".032",".021",".032",
"전라북도","임야","지가변동률[%]","%",".137",".205",".171",".192",".1",".105",
"전라북도","공장용지","지가변동률[%]","%",".091",".048",".1",".051",".105",".05",
"전라북도","기타","지가변동률[%]","%","1.317","0","0","0","0","0",
"전주시","평균","지가변동률[%]","%",".19",".182",".109",".159",".155",".158",
"전주시","주거지역","지가변동률[%]","%",".085",".074",".028",".065",".071",".085",
"전주시","상업지역","지가변동률[%]","%","-.267","-.122","-.221","-.048","-.057",".001",
"전주시","공업지역","지가변동률[%]","%",".058",".094",".095",".094",".095",".094",
"전주시","녹지지역","지가변동률[%]","%",".738",".629",".494",".506",".476",".428",
"전주시","관리지역","지가변동률[%]","%","0","0","0","0","0","0",
"전주시","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","농림지역","지가변동률[%]","%","0","0","0","0","0","0",
"전주시","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"전주시","전","지가변동률[%]","%",".9",".761",".607",".558",".667",".413",
"전주시","답","지가변동률[%]","%",".714",".506",".392",".548",".424",".446",
"전주시","주거용(대)","지가변동률[%]","%",".271",".255",".152",".157",".121",".203",
"전주시","상업용(대)","지가변동률[%]","%","-.054",".009","-.071",".02",".045",".069",
"전주시","임야","지가변동률[%]","%",".434","1.042",".735",".373",".345",".345",
"전주시","공장용지","지가변동률[%]","%",".164",".163",".162",".163",".523",".198",
"전주시","기타","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","평균","지가변동률[%]","%",".195",".205",".059",".088",".088",".156",
"완산구","주거지역","지가변동률[%]","%",".106",".098",".029",".072",".09",".116",
"완산구","상업지역","지가변동률[%]","%","-.371","-.135","-.284","-.107","-.083",".019",
"완산구","공업지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","녹지지역","지가변동률[%]","%",".815",".692",".375",".264",".206",".341",
"완산구","관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","전","지가변동률[%]","%","1.373","1.008",".618",".394",".297",".297",
"완산구","답","지가변동률[%]","%",".719",".593",".338",".234",".225",".402",
"완산구","주거용(대)","지가변동률[%]","%",".32",".312",".156",".152",".104",".235",
"완산구","상업용(대)","지가변동률[%]","%","-.085",".01","-.115","-.019",".025",".079",
"완산구","임야","지가변동률[%]","%",".477",".616",".158",".157",".104",".104",
"완산구","공장용지","지가변동률[%]","%","-","-","-","-","-","-",
"완산구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","평균","지가변동률[%]","%",".183",".158",".163",".237",".227",".161",
"덕진구","주거지역","지가변동률[%]","%",".059",".045",".027",".057",".05",".048",
"덕진구","상업지역","지가변동률[%]","%","-.099","-.104","-.117",".046","-.013","-.031",
"덕진구","공업지역","지가변동률[%]","%",".058",".094",".095",".094",".095",".094",
"덕진구","녹지지역","지가변동률[%]","%",".654",".56",".625",".776",".774",".522",
"덕진구","관리지역","지가변동률[%]","%","0","0","0","0","0","0",
"덕진구","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","농림지역","지가변동률[%]","%","0","0","0","0","0","0",
"덕진구","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"덕진구","전","지가변동률[%]","%",".612",".611",".6",".657",".894",".484",
"덕진구","답","지가변동률[%]","%",".711",".425",".442",".84",".609",".486",
"덕진구","주거용(대)","지가변동률[%]","%",".159",".126",".141",".165",".161",".134",
"덕진구","상업용(대)","지가변동률[%]","%",".018",".004",".032",".114",".088",".048",
"덕진구","임야","지가변동률[%]","%",".351","1.849","1.814",".771",".789",".783",
"덕진구","공장용지","지가변동률[%]","%",".164",".163",".162",".163",".523",".198",
"덕진구","기타","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","평균","지가변동률[%]","%",".108",".111",".055",".062",".065",".055",
"군산시","주거지역","지가변동률[%]","%",".181",".179",".105",".09",".109",".083",
"군산시","상업지역","지가변동률[%]","%","-.284","-.139","-.151","-.095","-.106","-.093",
"군산시","공업지역","지가변동률[%]","%","-.085","-.036","-.037","-.024","-.036","-.024",
"군산시","녹지지역","지가변동률[%]","%",".525",".353",".196",".212",".21",".199",
"군산시","관리지역","지가변동률[%]","%",".241",".234",".189",".164",".172",".143",
"군산시","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","농림지역","지가변동률[%]","%","0","0","0","0","0","0",
"군산시","자연환경보전지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"군산시","전","지가변동률[%]","%",".048",".077",".076",".076",".077",".053",
"군산시","답","지가변동률[%]","%",".842",".755",".395",".378",".474",".322",
"군산시","주거용(대)","지가변동률[%]","%",".322",".212",".14",".129",".132",".13",
"군산시","상업용(대)","지가변동률[%]","%","-.273","-.154","-.131","-.096","-.093","-.098",
"군산시","임야","지가변동률[%]","%","0",".139",".139",".14","0",".139",
"군산시","공장용지","지가변동률[%]","%","0","0","0","0","0","0",
"군산시","기타","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","평균","지가변동률[%]","%",".1",".042",".085",".091",".115",".107",
"익산시","주거지역","지가변동률[%]","%",".08",".023",".04",".036",".072",".037",
"익산시","상업지역","지가변동률[%]","%","-.134",".003","-.121","-.051","-.038","-.007",
"익산시","공업지역","지가변동률[%]","%","0","0","0","0","0","0",
"익산시","녹지지역","지가변동률[%]","%",".338",".068",".245",".377",".421",".407",
"익산시","관리지역","지가변동률[%]","%",".1",".088",".224",".108",".095",".128",
"익산시","보전관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","생산관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","계획관리지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","농림지역","지가변동률[%]","%",".113",".045",".044",".044",".068",".052",
"익산시","자연환경보전지역","지가변동률[%]","%",".133",".132",".133",".132",".132",".079",
"익산시","비도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","준도시지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","준농림지역","지가변동률[%]","%","-","-","-","-","-","-",
"익산시","전","지가변동률[%]","%",".212",".073",".158",".155",".147",".149",
"익산시","답","지가변동률[%]","%",".24",".111",".327",".241",".414",".363",
"익산시","주거용(대)","지가변동률[%]","%",".044",".014",".036",".029",".047",".056",
"익산시","상업용(대)","지가변동률[%]","%",".043",".043",".005",".123",".027",".042",
"익산시","임야","지가변동률[%]","%","0","0","0","0","0","0",
"익산시","공장용지","지가변동률[%]","%","0","0","0","0","0","0",
"익산시","기타","지가변동률[%]","%","2.083","0","0","0","0","0",
"이리시","평균","지가변동률[%]","%","-","-","-","-","-","-",
"이리시","주거지역","지가변동률[%]","%","-","-","-","-","-","-",
