"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"증평군","평균","지가변동률[%]","%",".238",".239",".268",".239",".242",".241",".203",".209",".072",".011",".015",
"증평군","주거지역","지가변동률[%]","%",".245",".154",".244",".137",".186",".165",".113",".019",".019","-.206","-.3",
"증평군","상업지역","지가변동률[%]","%","0","0","0",".207","0",".081",".081",".25",".074","-.034","-.086",
"증평군","공업지역","지가변동률[%]","%","0","0","0","0",".257",".111",".179",".179",".089",".081",".065",
"증평군","녹지지역","지가변동률[%]","%",".411",".323",".175",".401",".248",".172",".354",".31",".075",".192",".279",
"증평군","보전관리지역","지가변동률[%]","%",".158",".266",".695",".251","0",".486",".25",".432",".114",".022",".116",
"증평군","생산관리지역","지가변동률[%]","%",".339",".109",".558",".633",".469",".402",".283",".335",".144",".083",".275",
"증평군","계획관리지역","지가변동률[%]","%",".196",".144",".248",".162",".412",".329",".168",".257",".073",".024",".031",
"증평군","농림지역","지가변동률[%]","%",".313",".78",".574",".389",".228",".401",".294",".296",".141",".218",".286",
"증평군","전","지가변동률[%]","%",".291",".255",".418",".335",".372",".541",".258",".48",".116",".244",".374",
"증평군","답","지가변동률[%]","%",".336",".421",".697",".409",".124",".299",".336",".335",".227",".088",".31",
"증평군","주거용(대)","지가변동률[%]","%",".242",".231",".243",".258",".208",".166",".155",".018","-.152","-.328","-.351",
"증평군","상업용(대)","지가변동률[%]","%",".194",".143",".03",".102",".206",".158",".116",".124",".037","-.043","-.057",
"증평군","임야","지가변동률[%]","%",".098",".146",".232",".207",".279",".144",".175",".144",".254",".224",".048",
"증평군","공장용지","지가변동률[%]","%","0","0","0","0",".257",".111",".179",".179",".089",".081",".065",
"진천군","평균","지가변동률[%]","%",".285",".296",".279",".291",".284",".239",".194",".192",".116",".044",".039",
"진천군","주거지역","지가변동률[%]","%",".221",".241",".244",".263",".282",".106",".182",".095",".026","-.201","-.039",
"진천군","상업지역","지가변동률[%]","%",".172",".212",".117",".242",".158",".129",".182",".101",".072","-.105","-.037",
"진천군","공업지역","지가변동률[%]","%",".148",".205",".19",".221",".218",".211",".092",".164",".083",".16",".057",
"진천군","녹지지역","지가변동률[%]","%",".3",".583",".235",".293",".294",".205",".234",".155",".143",".144",".096",
"진천군","보전관리지역","지가변동률[%]","%",".229",".239",".205",".331",".218",".255",".174",".239",".157",".1",".036",
"진천군","생산관리지역","지가변동률[%]","%",".208",".357",".207",".316",".229",".247",".16",".27",".162",".131",".106",
"진천군","계획관리지역","지가변동률[%]","%",".299",".287",".282",".338",".313",".285",".199",".227",".122",".105",".06",
"진천군","농림지역","지가변동률[%]","%",".392",".297",".405",".229",".295",".316",".217",".241",".18",".097",".054",
"진천군","전","지가변동률[%]","%",".347",".364",".346",".396",".319",".346",".229",".321",".243",".234",".092",
"진천군","답","지가변동률[%]","%",".321",".357",".272",".252",".282",".33",".243",".202",".22",".171",".084",
"진천군","주거용(대)","지가변동률[%]","%",".219",".214",".229",".299",".195",".143",".118",".081","-.104","-.243","-.021",
"진천군","상업용(대)","지가변동률[%]","%",".186",".16",".202",".154",".184",".186",".098",".109",".112","-.041","-.031",
"진천군","임야","지가변동률[%]","%",".418",".327",".402",".346",".348",".45",".27",".321",".18",".065",".059",
"진천군","공장용지","지가변동률[%]","%",".201",".187",".341",".281",".236",".234",".165",".209",".128",".215",".09",
"괴산군","평균","지가변동률[%]","%",".131",".203",".173",".192",".205",".139",".147",".115",".07",".051",".028",
"괴산군","주거지역","지가변동률[%]","%",".268",".277",".213",".274",".193",".127",".034",".036",".047","-.058","-.673",
"괴산군","상업지역","지가변동률[%]","%",".043",".132",".048",".016",".114",".012",".034",".005",".013","-.153",".05",
"괴산군","공업지역","지가변동률[%]","%","0",".23","0","0","0","0","0",".097",".029",".005","0",
"괴산군","녹지지역","지가변동률[%]","%",".024",".085",".073",".165",".244",".124",".061",".191",".079",".046",".025",
"괴산군","보전관리지역","지가변동률[%]","%",".082",".043",".138",".234",".128",".108",".123",".162",".071",".039",".05",
"괴산군","생산관리지역","지가변동률[%]","%",".144",".351",".068",".088",".113",".19",".137",".1",".076",".075",".123",
"괴산군","계획관리지역","지가변동률[%]","%",".141",".256",".236",".247",".253",".177",".193",".131",".09",".087",".129",
"괴산군","농림지역","지가변동률[%]","%",".133",".152",".158",".157",".22",".109",".146",".094",".058",".039",".005",
"괴산군","자연환경보전지역","지가변동률[%]","%",".047",".216",".047",".021",".075",".12",".128",".099",".012",".042",".082",
"괴산군","전","지가변동률[%]","%",".169",".294",".225",".217",".258",".206",".187",".227",".145",".127",".141",
"괴산군","답","지가변동률[%]","%",".105",".211",".108",".196",".192",".148",".129",".048",".047",".055",".054",
"괴산군","주거용(대)","지가변동률[%]","%",".051",".122",".172",".242",".221",".12",".115",".069","-.12","-.096","-.119",
"괴산군","상업용(대)","지가변동률[%]","%",".234",".164",".075",".041",".037",".017",".012",".012","-.046","-.047",".033",
"괴산군","임야","지가변동률[%]","%",".06","-.002",".071",".091",".073",".04",".15",".038",".093",".111",".013",
"괴산군","공장용지","지가변동률[%]","%","-.199",".204",".267","0","0",".249",".133",".076",".158",".006","0",
"음성군","평균","지가변동률[%]","%",".222",".23",".258",".239",".225",".216",".181",".147",".099",".072",".022",
"음성군","주거지역","지가변동률[%]","%",".182",".194",".114",".172",".22",".232",".166",".082",".059","-.124",".045",
"음성군","상업지역","지가변동률[%]","%",".217",".024",".19",".195",".167",".129",".055",".112",".094",".109",".003",
"음성군","공업지역","지가변동률[%]","%",".275",".233",".163",".086",".192",".222",".214",".135",".134",".113",".06",
"음성군","녹지지역","지가변동률[%]","%",".243",".174",".32",".27",".2",".182",".222",".198",".134",".146",".057",
"음성군","보전관리지역","지가변동률[%]","%",".204",".226",".273",".254",".198",".185",".154",".159",".099",".1",".001",
"음성군","생산관리지역","지가변동률[%]","%",".208",".239",".288",".259",".205",".195",".175",".14",".124",".091",".046",
"음성군","계획관리지역","지가변동률[%]","%",".241",".277",".338",".263",".253",".222",".196",".197",".108",".107","-.018",
"음성군","농림지역","지가변동률[%]","%",".204",".22",".222",".3",".214",".228",".185",".082",".084",".119",".075",
"음성군","전","지가변동률[%]","%",".258",".305",".294",".205",".297",".275",".268",".237",".175",".168",".093",
"음성군","답","지가변동률[%]","%",".199",".235",".273",".322",".216",".249",".201",".154",".097",".131",".081",
"음성군","주거용(대)","지가변동률[%]","%",".21",".128",".176",".24",".203",".152",".115",".034",".005","-.172","-.106",
"음성군","상업용(대)","지가변동률[%]","%",".175",".212",".141",".131",".105",".152",".064",".109",".107",".099","-.023",
"음성군","임야","지가변동률[%]","%",".182",".229",".337",".399",".181",".175",".087",".093",".103",".105",".035",
"음성군","공장용지","지가변동률[%]","%",".401",".11",".298",".142",".124",".113",".17",".111",".074",".077",".019",
"단양군","평균","지가변동률[%]","%",".161",".176",".17",".182",".186",".172",".139",".114",".08",".035",".029",
"단양군","주거지역","지가변동률[%]","%",".186",".179",".198",".193",".2",".196",".129",".098",".088",".027",".038",
"단양군","상업지역","지가변동률[%]","%",".329",".01",".068",".218",".23",".18",".143",".123",".093",".017",".054",
"단양군","공업지역","지가변동률[%]","%",".134",".066",".217",".267",".183",".161",".132",".107",".086",".067",".047",
"단양군","녹지지역","지가변동률[%]","%",".089",".329",".173",".161",".216",".156",".177",".161",".103",".049",".029",
"단양군","보전관리지역","지가변동률[%]","%",".147",".193",".113",".163",".165",".16",".123",".098",".06",".033",".017",
"단양군","생산관리지역","지가변동률[%]","%",".167",".196",".143",".17",".179",".172",".15",".124",".071",".048",".042",
"단양군","계획관리지역","지가변동률[%]","%",".185",".207",".177",".195",".204",".186",".16",".126",".107",".058",".04",
"단양군","농림지역","지가변동률[%]","%",".104",".09",".229",".167",".15",".158",".113",".102",".035",".008",".034",
"단양군","자연환경보전지역","지가변동률[%]","%",".092",".11",".168",".145",".122",".123",".072",".07",".038","-.061","-.092",
"단양군","전","지가변동률[%]","%",".187",".201",".166",".158",".173",".175",".156",".124",".128",".073",".059",
"단양군","답","지가변동률[%]","%",".134",".276",".135",".203",".176",".176",".156",".148",".13",".069",".066",
"단양군","주거용(대)","지가변동률[%]","%",".12",".183",".173",".197",".228",".193",".103",".077","-.128","-.186","-.151",
"단양군","상업용(대)","지가변동률[%]","%",".309",".022",".061",".256",".225",".17",".137",".114",".111",".044","-.007",
"단양군","임야","지가변동률[%]","%",".095",".105",".156",".159",".18",".157",".123",".115",".073",".061",".049",
"단양군","공장용지","지가변동률[%]","%",".157",".063",".218",".266",".182",".166",".132",".108",".085",".05",".02",
"단양군","기타","지가변동률[%]","%",".482","0",".671",".095",".095",".095",".095",".095",".095",".09",".095",
"충청남도","평균","지가변동률[%]","%",".206",".219",".22",".218",".206",".209",".2",".17",".128",".028",".002",
"충청남도","주거지역","지가변동률[%]","%",".193",".23",".211",".209",".18",".226",".199",".182",".101","-.025","-.113",
"충청남도","상업지역","지가변동률[%]","%",".161",".172",".189",".23",".206",".195",".208",".135",".132",".019",".006",
"충청남도","공업지역","지가변동률[%]","%",".194",".14",".164",".186",".198",".175",".184",".096",".137",".073",".069",
"충청남도","녹지지역","지가변동률[%]","%",".233",".242",".242",".251",".261",".231",".236",".186",".143",".048",".066",
"충청남도","보전관리지역","지가변동률[%]","%",".132",".143",".154",".159",".171",".171",".156",".127",".081",".017",".017",
"충청남도","생산관리지역","지가변동률[%]","%",".188",".188",".154",".177",".182",".201",".188",".133",".102",".031",".016",
"충청남도","계획관리지역","지가변동률[%]","%",".218",".231",".251",".233",".21",".205",".206",".191",".155",".054",".05",
"충청남도","농림지역","지가변동률[%]","%",".219",".233",".233",".213",".203",".186",".173",".165",".119",".039",".012",
"충청남도","자연환경보전지역","지가변동률[%]","%",".119",".075",".065",".163",".287",".243",".197",".113",".025",".011",".005",
"충청남도","전","지가변동률[%]","%",".26",".288",".253",".258",".243",".23",".235",".207",".163",".105",".183",
"충청남도","답","지가변동률[%]","%",".248",".241",".26",".236",".222",".21",".209",".206",".153",".078",".079",
"충청남도","주거용(대)","지가변동률[%]","%",".16",".162",".185",".174",".164",".212",".163",".11",".078","-.145","-.321",
"충청남도","상업용(대)","지가변동률[%]","%",".178",".213",".172",".231",".19",".204",".224",".163",".123",".013",".07",
"충청남도","임야","지가변동률[%]","%",".12",".123",".122",".114",".14",".16",".134",".109",".079",".021",".05",
"충청남도","공장용지","지가변동률[%]","%",".267",".169",".205",".191",".263",".197",".302",".18",".215",".207",".058",
"충청남도","기타","지가변동률[%]","%",".046","-.045","0",".046","0","0","0",".156",".134","0","-.043",
"천안시","평균","지가변동률[%]","%",".265",".259",".27",".26",".243",".252",".244",".213",".19",".04",".011",
"천안시","주거지역","지가변동률[%]","%",".2",".203",".283",".233",".229",".24",".205",".2",".145","-.024","-.099",
"천안시","상업지역","지가변동률[%]","%",".198",".235",".248",".239",".187",".212",".295",".229",".262",".093",".057",
"천안시","공업지역","지가변동률[%]","%",".293",".28",".226",".121",".122",".271",".176",".112",".125",".045",".009",
"천안시","녹지지역","지가변동률[%]","%",".341",".297",".238",".32",".299",".287",".301",".231",".238",".058",".11",
"천안시","보전관리지역","지가변동률[%]","%",".191",".175",".174",".195",".211",".254",".22",".189",".158",".088",".07",
"천안시","생산관리지역","지가변동률[%]","%",".233",".235",".207",".269",".217",".278",".187",".2",".204",".135",".137",
"천안시","계획관리지역","지가변동률[%]","%",".363",".312",".333",".299",".276",".238",".281",".254",".227",".132",".13",
"천안시","농림지역","지가변동률[%]","%",".248",".351",".223",".277",".237",".255",".2",".196",".19",".081",".028",
"천안시","자연환경보전지역","지가변동률[%]","%",".552",".491",".195",".047",".58","0",".226","0","0",".12",".016",
"천안시","전","지가변동률[%]","%",".457",".379",".345",".369",".307",".298",".358",".285",".255",".246",".377",
"천안시","답","지가변동률[%]","%",".263",".313",".31",".281",".272",".23",".217",".245",".303",".16",".169",
"천안시","주거용(대)","지가변동률[%]","%",".203",".113",".204",".217",".141",".237",".169",".115",".1","-.257","-.398",
"천안시","상업용(대)","지가변동률[%]","%",".162",".241",".22",".218",".251",".198",".275",".239",".182",".041",".08",
"천안시","임야","지가변동률[%]","%",".224",".317",".154",".155",".239",".231",".195",".143",".105",".101",".049",
"천안시","공장용지","지가변동률[%]","%",".519",".271",".36",".288",".537",".271",".279",".309",".292",".206",".004",
"동남구","평균","지가변동률[%]","%",".214",".236",".258",".226",".22",".221",".227",".204",".165",".045",".005",
"동남구","주거지역","지가변동률[%]","%",".142",".178",".268",".22",".216",".206",".198",".165",".12","-.093","-.096",
"동남구","상업지역","지가변동률[%]","%",".25",".15",".256",".225",".239",".466",".468",".462",".373",".204","-.139",
"동남구","공업지역","지가변동률[%]","%",".011",".361",".19",".011",".126",".239",".197",".177",".144",".051",".007",
"동남구","녹지지역","지가변동률[%]","%",".175",".163",".159",".181",".196",".187",".189",".162",".117",".046",".01",
"동남구","보전관리지역","지가변동률[%]","%",".233",".175",".161",".214",".213",".295",".218",".202",".181",".106",".08",
"동남구","생산관리지역","지가변동률[%]","%",".233",".235",".196",".258",".212",".278",".179",".203",".197",".156",".161",
"동남구","계획관리지역","지가변동률[%]","%",".351",".29",".329",".264",".223",".175",".249",".236",".206",".17",".17",
"동남구","농림지역","지가변동률[%]","%",".232",".518",".272",".303",".276",".258",".194",".178",".175",".141",".043",
"동남구","자연환경보전지역","지가변동률[%]","%",".552",".491",".195",".047",".58","0",".226","0","0",".079",".038",
"동남구","전","지가변동률[%]","%",".396",".282",".274",".214",".274",".184",".235",".174",".247",".162",".167",
"동남구","답","지가변동률[%]","%",".254",".342",".275",".256",".265",".258",".202",".258",".19",".158",".103",
"동남구","주거용(대)","지가변동률[%]","%",".159",".124",".244",".256",".152",".266",".182",".126",".101","-.14","-.211",
"동남구","상업용(대)","지가변동률[%]","%",".105",".268",".249",".188",".318",".171",".353",".272",".181",".023","-.033",
"동남구","임야","지가변동률[%]","%",".101",".233",".126",".186",".164",".188",".234",".175",".127",".125",".127",
"동남구","공장용지","지가변동률[%]","%",".473",".13",".072",".106",".562",".083",".089",".189","0",".042","0",
"서북구","평균","지가변동률[%]","%",".302",".277",".28",".285",".262",".275",".258",".22",".21",".037",".014",
"서북구","주거지역","지가변동률[%]","%",".238",".219",".293",".24",".237",".261",".21",".223",".159",".018","-.101",
"서북구","상업지역","지가변동률[%]","%",".168",".283",".243",".247",".158",".068",".197",".097",".199",".041",".149",
"서북구","공업지역","지가변동률[%]","%",".323",".271",".229",".133",".122",".275",".174",".105",".123",".043",".009",
"서북구","녹지지역","지가변동률[%]","%",".444",".38",".289",".407",".362",".351",".37",".275",".313",".067",".178",
"서북구","보전관리지역","지가변동률[%]","%",".014",".177",".225",".115",".202",".077",".23",".135",".063",".017",".029",
"서북구","생산관리지역","지가변동률[%]","%",".238",".223",".311",".355",".262",".273",".26",".176",".259",".048",".041",
"서북구","계획관리지역","지가변동률[%]","%",".386",".353",".339",".365",".38",".356",".342",".286",".267",".061",".054",
"서북구","농림지역","지가변동률[%]","%",".267",".157",".167",".248",".191",".251",".206",".219",".206",".011",".01",
"서북구","자연환경보전지역","지가변동률[%]","%","","","","","","","","","",".15","0",
"서북구","전","지가변동률[%]","%",".498",".442",".39",".47",".329",".373",".437",".356",".26",".302",".517",
"서북구","답","지가변동률[%]","%",".275",".276",".354",".314",".279",".194",".237",".229",".447",".163",".255",
"서북구","주거용(대)","지가변동률[%]","%",".241",".104",".168",".186",".131",".212",".158",".106",".099","-.356","-.557",
"서북구","상업용(대)","지가변동률[%]","%",".194",".224",".204",".234",".214",".213",".23",".221",".182",".05",".142",
"서북구","임야","지가변동률[%]","%",".417",".446",".2",".107",".357",".299",".134",".094",".072",".056","-.093",
"서북구","공장용지","지가변동률[%]","%",".532",".31",".439",".338",".532",".322",".331",".341",".371",".254",".005",
"공주시","평균","지가변동률[%]","%",".298",".319",".312",".319",".225",".222",".211",".109",".04","-.036","-.034",
"공주시","주거지역","지가변동률[%]","%",".254",".362",".132",".136",".092",".17",".171",".066",".024","-.075","-.097",
"공주시","상업지역","지가변동률[%]","%",".022",".386",".101",".405",".278",".379",".373",".063",".03","-.078","-.096",
"공주시","공업지역","지가변동률[%]","%",".873","0",".324","0",".286",".069",".058",".029",".011","-.031","-.036",
"공주시","녹지지역","지가변동률[%]","%",".257",".486",".579",".726",".359",".289",".283",".137",".061","-.025","-.004",
"공주시","보전관리지역","지가변동률[%]","%",".173",".094",".211",".178",".175",".158",".173",".091",".022","-.05","-.051",
"공주시","생산관리지역","지가변동률[%]","%",".261",".138",".208",".158",".228",".199",".199",".107",".033","-.033","-.025",
"공주시","계획관리지역","지가변동률[%]","%",".393",".345",".404",".288",".227",".257",".234",".136",".057","-.023","-.014",
"공주시","농림지역","지가변동률[%]","%",".261",".272",".239",".304",".185",".156",".158",".102",".023","-.026","-.028",
"공주시","자연환경보전지역","지가변동률[%]","%",".212","0","0",".365",".851",".541",".168",".083",".003","-.005","-.007",
"공주시","전","지가변동률[%]","%",".335",".356",".352",".319",".268",".26",".271",".151",".058",".018",".045",
"공주시","답","지가변동률[%]","%",".302",".292",".441",".413",".308",".255",".26",".151",".058",".019",".045",
"공주시","주거용(대)","지가변동률[%]","%",".298",".335",".185",".164",".159",".165",".108",".035",".004","-.216","-.264",
"공주시","상업용(대)","지가변동률[%]","%",".443",".26",".137",".245",".257",".24",".286",".089",".044","-.094","-.093",
"공주시","임야","지가변동률[%]","%",".118",".062",".178",".098",".083",".111",".107",".06",".019","-.016","-.015",
"공주시","공장용지","지가변동률[%]","%",".789",".025",".011","0",".242",".083",".034",".028",".02","-.056","-.074",
"보령시","평균","지가변동률[%]","%",".205",".202",".204",".201",".202",".181",".168",".159",".065",".04","-.074",
"보령시","주거지역","지가변동률[%]","%",".096",".123",".193",".24",".139",".336",".259",".178",".104","-.046","-.71",
"보령시","상업지역","지가변동률[%]","%",".249",".186",".209",".033",".31",".111",".144",".032",".013","-.011","-.009",
"보령시","공업지역","지가변동률[%]","%",".146",".158",".176",".193",".093",".052",".093",".015",".077",".044","-.009",
"보령시","녹지지역","지가변동률[%]","%",".221",".242",".134",".108",".178",".143",".22",".141",".057",".035",".016",
"보령시","보전관리지역","지가변동률[%]","%",".198",".144",".155",".168",".197",".112",".126",".12",".018",".054",".053",
"보령시","생산관리지역","지가변동률[%]","%",".178",".255",".12",".111",".122",".115",".134",".122",".034",".047",".06",
"보령시","계획관리지역","지가변동률[%]","%",".216",".229",".215",".234",".215",".198",".186",".215",".073",".053",".046",
"보령시","농림지역","지가변동률[%]","%",".245",".197",".247",".226",".237",".142",".095",".133",".054",".085",".045",
"보령시","자연환경보전지역","지가변동률[%]","%",".163",".164",".136",".136",".136",".162",".055",".081",".108",".039",".038",
"보령시","전","지가변동률[%]","%",".268",".268",".222",".23",".25",".14",".178",".152",".041",".077",".096",
"보령시","답","지가변동률[%]","%",".274",".257",".231",".236",".242",".19",".119",".159",".06",".083",".053",
"보령시","주거용(대)","지가변동률[%]","%",".125",".12",".16",".137",".121",".226",".167",".147",".083","-.004","-.28",
"보령시","상업용(대)","지가변동률[%]","%",".258",".3",".218",".33",".331",".283",".166",".232",".024","-.029","-.113",
"보령시","임야","지가변동률[%]","%",".138",".123",".139",".116",".153",".142",".171",".116",".064",".014",".018",
"보령시","공장용지","지가변동률[%]","%",".078",".124",".186",".278",".053",".072",".019",".022",".061",".047","-.004",
"아산시","평균","지가변동률[%]","%",".232",".265",".255",".25",".274",".263",".266",".24",".216",".051",".047",
"아산시","주거지역","지가변동률[%]","%",".187",".266",".157",".201",".154",".264",".295",".187",".157",".05",".032",
"아산시","상업지역","지가변동률[%]","%",".182",".157",".174",".215",".2",".317",".239",".166",".095",".039",".028",
"아산시","공업지역","지가변동률[%]","%",".101",".102",".193",".391",".306",".305",".254",".138",".228",".057",".129",
"아산시","녹지지역","지가변동률[%]","%",".303",".348",".291",".182",".495",".241",".281",".236",".171",".051",".034",
"아산시","보전관리지역","지가변동률[%]","%",".108",".354",".179",".205",".323",".189",".257",".233",".243",".048",".083",
"아산시","생산관리지역","지가변동률[%]","%",".268",".299",".136",".237",".312",".293",".212",".246",".166",".052",".056",
"아산시","계획관리지역","지가변동률[%]","%",".248",".263",".326",".259",".297",".267",".273",".315",".276",".057",".043",
"아산시","농림지역","지가변동률[%]","%",".345",".331",".392",".311",".267",".216",".224",".274",".276",".041",".036",
"아산시","자연환경보전지역","지가변동률[%]","%","0",".499","0",".262","0",".352",".591",".254",".116","-.002","0",
"아산시","전","지가변동률[%]","%",".254",".367",".326",".281",".429",".365",".264",".337",".305",".156",".311",
"아산시","답","지가변동률[%]","%",".43",".372",".341",".276",".292",".236",".271",".338",".242",".116",".123",
"아산시","주거용(대)","지가변동률[%]","%",".116",".16",".16",".178",".255",".221",".209",".133",".174","-.095","-.312",
"아산시","상업용(대)","지가변동률[%]","%",".231",".267",".211",".23",".126",".259",".278",".149",".231",".031",".265",
"아산시","임야","지가변동률[%]","%",".242",".326",".139",".255",".286",".171",".275",".278",".108",".034",".14",
"아산시","공장용지","지가변동률[%]","%",".027",".093",".137",".234",".225",".199",".539",".199",".263",".322",".207",
"서산시","평균","지가변동률[%]","%",".18",".185",".21",".223",".209",".191",".177",".151",".093",".062",".029",
"서산시","주거지역","지가변동률[%]","%",".208",".24",".204",".184",".121",".189",".208",".158",".07",".017","-.143",
"서산시","상업지역","지가변동률[%]","%",".019",".016",".241",".105",".309",".158",".009",".026",".032","-.011","-.064",
"서산시","공업지역","지가변동률[%]","%",".345",".15",".125",".325",".324",".007",".152",".023",".097",".114",".059",
"서산시","녹지지역","지가변동률[%]","%",".086",".17",".286",".247",".214",".291",".187",".209",".095",".073",".125",
"서산시","보전관리지역","지가변동률[%]","%",".103",".134",".133",".147",".113",".202",".086",".17",".024","-.012",".027",
"서산시","생산관리지역","지가변동률[%]","%",".206",".174",".193",".204",".143",".247",".201",".129",".098",".073","-.007",
"서산시","계획관리지역","지가변동률[%]","%",".14",".156",".145",".211",".208",".225",".203",".188",".138",".079",".092",
"서산시","농림지역","지가변동률[%]","%",".207",".248",".283",".215",".223",".187",".163",".174",".091",".067",".056",
"서산시","전","지가변동률[%]","%",".133",".178",".244",".272",".205",".225",".235",".183",".09",".08",".12",
"서산시","답","지가변동률[%]","%",".218",".23",".234",".181",".181",".271",".198",".228",".12",".09",".122",
"서산시","주거용(대)","지가변동률[%]","%",".189",".176",".155",".252",".194",".141",".111",".128",".058","-.005","-.233",
"서산시","상업용(대)","지가변동률[%]","%",".153",".102",".196",".232",".136",".15",".169",".089",".031",".013","-.012",
"서산시","임야","지가변동률[%]","%",".116",".172",".174",".088",".163",".284",".105",".122",".125",".001",".048",
"서산시","공장용지","지가변동률[%]","%",".297",".008",".007",".333",".296",".009",".074",".008",".012",".105","-.02",
"논산시","평균","지가변동률[%]","%",".2",".202",".209",".2",".203",".193",".17",".125",".043","-.03","-.176",
"논산시","주거지역","지가변동률[%]","%",".184",".177",".142",".118",".133",".125",".066",".057","-.191","-.058","-.125",
"논산시","상업지역","지가변동률[%]","%",".102",".149",".149",".115",".163",".131",".144",".081",".01","-.038","-.062",
"논산시","공업지역","지가변동률[%]","%",".116",".153",".104",".168",".108",".153",".111",".104",".053",".001","-.116",
"논산시","녹지지역","지가변동률[%]","%",".263",".226",".217",".24",".222",".214",".215",".172",".05","-.025","-.19",
"논산시","보전관리지역","지가변동률[%]","%",".17",".175",".185",".165",".176",".16",".167",".104",".095","-.119","-.311",
"논산시","생산관리지역","지가변동률[%]","%",".197",".193",".226",".212",".219",".183",".172",".135",".109","-.029","-.152",
"논산시","계획관리지역","지가변동률[%]","%",".222",".214",".208",".224",".221",".231",".2",".142",".092","-.036","-.129",
"논산시","농림지역","지가변동률[%]","%",".178",".214",".262",".224",".234",".211",".187",".134",".117",".004","-.256",
"논산시","자연환경보전지역","지가변동률[%]","%",".173",".033",".04",".049",".049",".024",".033",".017",".017","-.104","-.007",
"논산시","전","지가변동률[%]","%",".227",".228",".298",".236",".239",".247",".261",".199",".132","-.025","-.222",
"논산시","답","지가변동률[%]","%",".191",".23",".247",".264",".265",".213",".228",".178",".126","-.008","-.209",
"논산시","주거용(대)","지가변동률[%]","%",".215",".189",".171",".152",".153",".155",".059",".029","-.086","-.078","-.183",
"논산시","상업용(대)","지가변동률[%]","%",".176",".146",".062",".097",".101",".121",".074",".042","-.094","-.063","-.059",
"논산시","임야","지가변동률[%]","%",".122",".086",".083",".079",".082",".092",".084",".056",".031","-.096","-.13",
"논산시","공장용지","지가변동률[%]","%",".094",".231",".181",".193",".18",".09",".091",".07",".042","-.05","-.312",
"계룡시","평균","지가변동률[%]","%",".204",".2",".166",".168",".167",".165",".144",".112",".04","-.078","-.09",
"계룡시","주거지역","지가변동률[%]","%",".275",".273",".202",".205",".201",".204",".157",".117",".024","-.133","-.202",
"계룡시","상업지역","지가변동률[%]","%",".167",".152",".182",".185",".166",".162",".206",".113",".042","-.31","-.208",
"계룡시","공업지역","지가변동률[%]","%",".108",".131",".088",".108",".109",".103",".109",".099","0","-.109","-.082",
"계룡시","녹지지역","지가변동률[%]","%",".157",".153",".14",".143",".144",".139",".129",".108",".057","-.001",".018",
"계룡시","자연환경보전지역","지가변동률[%]","%",".126",".079",".09",".127",".077",".077",".091",".125",".077","-.093","-.093",
"계룡시","전","지가변동률[%]","%",".393",".419",".377",".36",".339",".336",".36",".311",".177",".099",".084",
"계룡시","답","지가변동률[%]","%",".378",".428",".369",".34",".348",".329",".355",".298",".173",".089",".095",
"계룡시","주거용(대)","지가변동률[%]","%",".246",".244",".133",".171",".169",".162",".075",".014","-.038","-.214","-.3",
"계룡시","상업용(대)","지가변동률[%]","%",".134",".112",".138",".145",".143",".138",".13",".08",".019","-.201","-.148",
"계룡시","임야","지가변동률[%]","%",".137",".086",".113",".128",".135",".143",".148",".179",".074","-.084",".005",
"계룡시","공장용지","지가변동률[%]","%",".157",".171",".11",".14",".139",".14",".141",".078","-.001","-.131","-.058",
"당진시","평균","지가변동률[%]","%",".113",".15",".137",".144",".118",".135",".143",".15",".139",".022",".012",
"당진시","주거지역","지가변동률[%]","%",".129",".255",".028",".149",".099",".146",".04",".292",".028","-.184","-.291",
"당진시","상업지역","지가변동률[%]","%",".066",".024","-.142",".194",".206","-.013",".026","-.199",".039","-.236","-.202",
"당진시","공업지역","지가변동률[%]","%",".105",".09",".141",".03",".123",".179",".195",".118",".142",".101",".112",
"당진시","녹지지역","지가변동률[%]","%",".057",".039",".115",".051",".046",".033",".141",".089",".091",".125",".056",
"당진시","보전관리지역","지가변동률[%]","%",".041","-.025",".122",".123",".023",".104",".029","-.024",".042",".038",".057",
"당진시","생산관리지역","지가변동률[%]","%",".136",".131",".073",".193",".113",".129",".198",".038",".163",".042",".057",
"당진시","계획관리지역","지가변동률[%]","%",".078",".172",".197",".19",".103",".113",".14",".127",".179",".065",".104",
"당진시","농림지역","지가변동률[%]","%",".23",".156",".179",".167",".21",".221",".223",".232",".2",".062",".03",
"당진시","자연환경보전지역","지가변동률[%]","%","-.147","-.148",".292","0","-.147",".148",".145","0","0","0","-.083",
"당진시","전","지가변동률[%]","%",".182",".312",".124",".213",".088",".053",".094",".138",".166",".06",".142",
"당진시","답","지가변동률[%]","%",".169",".122",".226",".227",".198",".163",".246",".246",".233",".118",".105",
"당진시","주거용(대)","지가변동률[%]","%","-.03",".165",".21",".015",".084",".232",".265",".112",".059","-.191","-.404",
"당진시","상업용(대)","지가변동률[%]","%",".07",".155","-.103",".213",".071",".161",".03",".068",".057","-.037","-.07",
